Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,19.101101,19.477699,18.670601,19.477699,10.712598,20823023
2000-01-05,19.101101,19.477699,18.832001,19.208700,10.564651,20252045
2000-01-06,19.746700,20.446199,19.370100,20.015800,11.008552,25188258
2000-01-07,20.015800,20.177200,19.370100,19.370100,10.653420,14900360
2000-01-10,19.639099,20.715200,19.531500,20.715200,11.393218,25511716
2000-01-11,21.522301,21.791401,20.177200,20.446199,11.245268,36180265
2000-01-12,20.500000,21.145700,20.446199,20.984301,11.541220,20570021
2000-01-13,21.307100,22.329399,21.253300,22.060400,12.133067,40345297
2000-01-14,22.383200,23.405500,22.329399,23.028900,12.665734,54525675
2000-01-17,23.190300,23.943600,22.975100,23.405500,12.872863,23014237
2000-01-18,23.405500,23.566900,22.759899,23.028900,12.665734,22829275
2000-01-19,23.136499,24.589300,23.136499,24.589300,13.523945,45825372
2000-01-20,24.750700,25.826799,24.051201,25.665400,14.115788,50467769
2000-01-21,25.665400,27.441000,25.665400,27.441000,15.092362,55431154
2000-01-24,27.979000,29.324200,27.979000,29.324200,16.128107,62830018
2000-01-25,29.324200,29.862200,28.248100,29.055099,15.980103,44496204
2000-01-26,29.324200,30.400299,29.055099,29.862200,16.424004,45919414
2000-01-27,29.324200,30.400299,27.979000,27.979000,15.388255,47519743
2000-01-28,27.441000,27.979000,26.633900,27.171900,14.944357,31961037
2000-01-31,27.979000,28.786100,27.441000,28.786100,15.832156,16687783
2000-02-01,29.324200,29.593201,28.786100,29.593201,16.276054,21163006
2000-02-02,29.593201,29.593201,29.593201,29.593201,16.276054,0
2000-02-03,29.593201,29.593201,29.593201,29.593201,16.276054,0
2000-02-04,29.593201,29.593201,29.593201,29.593201,16.276054,0
2000-02-07,29.593201,29.593201,29.593201,29.593201,16.276054,0
2000-02-08,29.593201,29.593201,29.593201,29.593201,16.276054,0
2000-02-09,31.207399,31.476400,30.400299,31.476400,17.311804,40452869
2000-02-10,32.552502,33.359600,30.669300,31.476400,17.311804,59478839
2000-02-11,32.014500,32.552502,31.207399,31.476400,17.311804,30853536
2000-02-14,31.476400,32.552502,30.669300,31.745399,17.459749,56430265
2000-02-15,32.014500,32.283501,30.131300,30.938299,17.015852,27186461
2000-02-16,31.207399,32.283501,31.207399,31.476400,17.311804,25723180
2000-02-17,31.207399,33.628601,30.938299,33.359600,18.347546,59269214
2000-02-18,33.897701,34.435699,32.014500,32.552502,17.903650,37689171
2000-02-21,31.745399,31.745399,29.593201,29.593201,16.276054,25894966
2000-02-22,28.248100,29.055099,27.709999,27.709999,15.240308,28792422
2000-02-23,27.709999,28.248100,27.171900,27.709999,15.240308,17445658
2000-02-24,27.709999,28.248100,27.171900,27.441000,15.092362,17672177
2000-02-25,27.441000,27.441000,25.826799,26.257200,14.441278,20577548
2000-02-28,26.257200,26.257200,26.257200,26.257200,14.441278,0
2000-02-29,26.364901,27.709999,26.364901,27.171900,14.944357,18907747
2000-03-01,27.979000,29.055099,27.709999,29.055099,15.980103,18226976
2000-03-02,30.131300,30.131300,27.979000,28.517099,15.684204,15315098
2000-03-03,28.248100,29.055099,27.979000,27.979000,15.388255,5714595
2000-03-06,27.171900,27.171900,26.364901,26.849100,14.766820,6729754
2000-03-07,26.633900,27.171900,25.826799,26.311001,14.470868,15308604
2000-03-08,26.633900,26.902901,25.934401,26.257200,14.441278,9584190
2000-03-09,26.526300,27.441000,26.526300,27.441000,15.092362,10846275
2000-03-10,27.709999,28.248100,26.364901,26.633900,14.648459,19244124
2000-03-13,25.826799,25.826799,24.804501,24.804501,13.642304,10572152
2000-03-14,23.136499,24.481600,23.136499,23.297899,12.813682,12819880
2000-03-15,22.706100,23.566900,21.791401,21.952801,12.073887,15099262
2000-03-16,20.984301,22.759899,20.446199,22.329399,12.281015,19558123
2000-03-17,22.490801,23.620800,22.060400,23.136499,12.724914,20578886
2000-03-20,22.329399,22.329399,22.329399,22.329399,12.281015,1218585
2000-03-21,21.576099,23.889799,21.576099,23.889799,13.139223,33913484
2000-03-22,23.405500,24.750700,23.136499,24.158800,13.287174,24904812
2000-03-23,24.696899,25.826799,24.535500,25.826799,14.204561,23572336
2000-03-24,26.418699,26.580099,25.288700,26.580099,14.618872,25767098
2000-03-27,27.171900,28.248100,26.633900,28.248100,15.536258,21629219
2000-03-28,28.786100,29.055099,27.441000,28.248100,15.536258,23776961
